route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-070500_MISC_749,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040418,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-072500_Q86_656,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040436,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-074500_MISC_866,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040412,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-076500_Q86_654,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040439,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-080400_MISC_811,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040420,Q860064
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-116200_MISC_925,RUSH GREEN ACRES via MERRICK BL,1,40040411,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-114200_MISC_897,RUSH GREEN ACRES via MERRICK BL,1,40040415,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-116000_MISC_831,RUSH JAMAICA CENTER via MERRICK BL,0,40040484,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-112200_MISC_872,RUSH GREEN ACRES via MERRICK BL,1,40040421,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-108500_MISC_823,RUSH GREEN ACRES via MERRICK BL,1,40040652,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-107000_Q87_702,RUSH GREEN ACRES via MERRICK BL,1,40040432,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-105500_MISC_904,RUSH GREEN ACRES via MERRICK BL,1,40040433,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-104000_MISC_925,RUSH GREEN ACRES via MERRICK BL,1,40040411,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-102500_Q87_701,RUSH GREEN ACRES via MERRICK BL,1,40040415,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-099500_MISC_784,RUSH GREEN ACRES via MERRICK BL,1,40040414,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-098000_MISC_831,RUSH GREEN ACRES via MERRICK BL,1,40040484,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-110300_MISC_831,RUSH GREEN ACRES via MERRICK BL,1,40040484,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-101000_MISC_877,RUSH JAMAICA CENTER via MERRICK BL,0,40040432,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-114500_MISC_823,RUSH JAMAICA CENTER via MERRICK BL,0,40040652,Q870028
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-078500_MISC_792,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040440,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-077800_Q86_656,RUSH JAMAICA CENTER via MERRICK BL,0,40040436,Q860054
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-087500_Q87_702,RUSH GREEN ACRES via MERRICK BL,1,40040427,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-096500_Q87_701,RUSH JAMAICA CENTER via MERRICK BL,0,40040415,Q870028
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-081800_Q86_654,RUSH JAMAICA CENTER via MERRICK BL,0,40040439,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-079800_MISC_866,RUSH JAMAICA CENTER via MERRICK BL,0,40040412,Q860054
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-080500_Q87_702,RUSH JAMAICA CENTER via MERRICK BL,0,40040427,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-088500_MISC_877,RUSH JAMAICA CENTER via MERRICK BL,0,40040432,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-098000_MISC_876,RUSH JAMAICA CENTER via MERRICK BL,0,40040411,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-082500_MISC_861,RUSH JAMAICA CENTER via MERRICK BL,0,40040414,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-084500_MISC_834,RUSH JAMAICA CENTER via MERRICK BL,0,40040415,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-086500_MISC_876,RUSH JAMAICA CENTER via MERRICK BL,0,40040411,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-078500_MISC_836,RUSH JAMAICA CENTER via MERRICK BL,0,40040435,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-090500_MISC_836,RUSH JAMAICA CENTER via MERRICK BL,0,40040435,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-092500_Q87_702,RUSH JAMAICA CENTER via MERRICK BL,0,40040427,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-093500_MISC_904,RUSH GREEN ACRES via MERRICK BL,1,40040433,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-081500_MISC_876,RUSH GREEN ACRES via MERRICK BL,1,40040411,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-085500_MISC_836,RUSH GREEN ACRES via MERRICK BL,1,40040435,Q870036
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-058500_Q86_653,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040413,Q860064
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-075500_Q87_702,RUSH GREEN ACRES via MERRICK BL,1,40040427,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-079500_MISC_834,RUSH GREEN ACRES via MERRICK BL,1,40040415,Q870036
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-073800_MISC_811,RUSH JAMAICA CENTER via MERRICK BL,0,40040420,Q860054
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-104000_MISC_831,RUSH JAMAICA CENTER via MERRICK BL,0,40040484,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-102500_MISC_823,RUSH JAMAICA CENTER via MERRICK BL,0,40040652,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-099500_MISC_904,RUSH JAMAICA CENTER via MERRICK BL,0,40040433,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-094500_MISC_784,RUSH JAMAICA CENTER via MERRICK BL,0,40040414,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-077500_MISC_861,RUSH GREEN ACRES via MERRICK BL,1,40040414,Q870036
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-091800_MISC_866,RUSH JAMAICA CENTER via MERRICK BL,0,40040412,Q860054
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-085800_MISC_811,RUSH JAMAICA CENTER via MERRICK BL,0,40040420,Q860054
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-083500_MISC_877,RUSH GREEN ACRES via MERRICK BL,1,40040432,Q870036
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-037000_MISC_767,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040436,Q860064
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-028500_Q86_653,RUSH ROSEDALE 149 AV via MERRICK BL,1,40040430,Q860064
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-101000_MISC_821,RUSH GREEN ACRES via MERRICK BL,1,40040421,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-092000_MISC_876,RUSH GREEN ACRES via MERRICK BL,1,40040411,Q870036
Q86,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-083800_MISC_792,RUSH JAMAICA CENTER via MERRICK BL,0,40040440,Q860054
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-095000_MISC_877,RUSH GREEN ACRES via MERRICK BL,1,40040432,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-096500_MISC_823,RUSH GREEN ACRES via MERRICK BL,1,40040652,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-062500_MISC_790,RUSH JAMAICA CENTER via MERRICK BL,0,40040414,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-064500_MISC_844,RUSH JAMAICA CENTER via MERRICK BL,0,40040415,Q870028
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-089000_MISC_784,RUSH GREEN ACRES via MERRICK BL,1,40040414,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-090500_Q87_701,RUSH GREEN ACRES via MERRICK BL,1,40040415,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-057500_MISC_790,RUSH GREEN ACRES via MERRICK BL,1,40040414,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-059500_MISC_844,RUSH GREEN ACRES via MERRICK BL,1,40040415,Q870036
Q87,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-061500_MISC_768,RUSH GREEN ACRES via MERRICK BL,1,40040432,Q870036
